,Seq,Datetime,Month,Weekday,Time,Description,Operator,Entry_Route,Exit,Product,Change,Balance,SB_Change,SB_Balance,Trip,bus_time
0,3,2013-11-05 12:34:00,11,Tuesday,12:34,ALPO Object Update,Metrorail,Rosslyn,,ALP SB Trn FF,0.0,14.5,160.0,160.0,0,
1,4,2013-11-05 12:34:00,11,Tuesday,12:34,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,0.0,160.0,1,
2,5,2013-11-05 12:52:00,11,Tuesday,12:52,Exit,Metrorail,Rosslyn,Capitol South,Stored ValueALP SB Trn FF,0.0,14.5,0.0,158.0,1,
3,6,2013-11-07 12:33:00,11,Thursday,12:33,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,2.0,158.0,2,
4,7,2013-11-07 12:50:00,11,Thursday,12:50,Exit,Metrorail,Rosslyn,Capitol South,Stored ValueALP SB Trn FF,0.0,14.5,0.0,156.0,2,
5,8,2013-11-12 12:32:00,11,Tuesday,12:32,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,2.0,156.0,3,
6,9,2013-11-12 12:50:00,11,Tuesday,12:50,Exit,Metrorail,Rosslyn,Capitol South,Stored ValueALP SB Trn FF,0.0,14.5,0.0,154.0,3,
7,10,2013-11-14 12:33:00,11,Thursday,12:33,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,2.0,154.0,4,
8,11,2013-11-14 12:54:00,11,Thursday,12:54,Exit,Metrorail,Rosslyn,Capitol South,Stored ValueALP SB Trn FF,0.0,14.5,0.0,152.0,4,
9,12,2013-11-15 08:55:00,11,Friday,8:55,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,2.5,152.0,5,
10,13,2013-11-15 09:16:00,11,Friday,9:16,Exit,Metrorail,Rosslyn,Capitol South,Stored ValueALP SB Trn FF,0.0,14.5,0.0,149.5,5,
11,14,2013-11-19 12:33:00,11,Tuesday,12:33,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,2.0,149.5,6,
12,15,2013-11-19 12:51:00,11,Tuesday,12:51,Exit,Metrorail,Rosslyn,Capitol South,Stored ValueALP SB Trn FF,0.0,14.5,1.0,147.5,6,
13,0,2013-11-19 17:59:00,11,Tuesday,17:59,Entry,DC Circulator,Georgetown - Union,,Stored ValueALP SB Trn FF,0.0,14.5,0.0,146.5,7,
14,1,2013-11-21 12:31:00,11,Thursday,12:31,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,0.0,146.5,8,
15,2,2013-11-21 12:57:00,11,Thursday,12:57,Exit,Metrorail,Rosslyn,Capitol South,Stored ValueALP SB Trn FF,0.0,14.5,2.0,146.5,8,
16,3,2013-11-22 17:23:00,11,Friday,17:23,Entry,Metrorail,Capitol South,,Stored ValueALP SB Trn FF,0.0,14.5,2.5,144.5,9,
17,4,2013-11-22 17:44:00,11,Friday,17:44,Exit,Metrorail,Capitol South,Rosslyn,Stored ValueALP SB Trn FF,0.0,14.5,0.0,142.0,9,
18,5,2013-11-26 12:34:00,11,Tuesday,12:34,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,2.0,142.0,10,
19,6,2013-11-26 12:52:00,11,Tuesday,12:52,Exit,Metrorail,Rosslyn,Capitol South,Stored ValueALP SB Trn FF,0.0,14.5,0.0,140.0,10,
20,7,2013-11-27 13:44:00,11,Wednesday,13:44,Entry,Metrorail,Union Station,,Stored ValueALP SB Trn FF,0.0,14.5,1.7,140.0,11,
21,8,2013-11-27 14:05:00,11,Wednesday,14:05,Exit,Metrorail,Union Station,Dupont Circle,Stored ValueALP SB Trn FF,0.0,14.5,0.0,138.3,11,
22,9,2013-11-27 17:04:00,11,Wednesday,17:04,Entry,Metrorail,Dupont Circle,,Stored ValueALP SB Trn FF,0.0,14.5,2.1,138.3,12,
23,10,2013-11-27 17:18:00,11,Wednesday,17:18,Exit,Metrorail,Dupont Circle,Union Station,Stored ValueALP SB Trn FF,0.0,14.5,-23.8,136.2,12,
24,11,2013-12-01 22:02:00,12,Sunday,22:02,ALPO Object Update,Metrorail,Union Station,,ALP SB Trn FF,0.0,14.5,2.2,160.0,12,
25,12,2013-12-01 22:02:00,12,Sunday,22:02,Entry,Metrorail,Union Station,,Stored ValueALP SB Trn FF,0.0,14.5,0.0,160.0,13,
26,14,2013-12-01 22:21:00,12,Sunday,22:21,Transfer,DC Circulator,Rosslyn - Dupont,,Stored ValueALP SB Trn FF,0.0,14.5,-0.5,157.8,13,
27,13,2013-12-01 22:34:00,12,Sunday,22:34,Exit,Metrorail,Union Station,Dupont Circle,Stored ValueALP SB Trn FF,0.0,14.5,0.5,158.3,13,
28,15,2013-12-03 12:34:00,12,Tuesday,12:34,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,2.0,157.8,14,
29,0,2013-12-03 12:59:00,12,Tuesday,12:59,Exit,Metrorail,,Capitol South,Stored ValueALP SB Trn FF,0.0,14.5,1.0,155.8,14,
30,1,2013-12-03 16:55:00,12,Tuesday,16:55,Entry,DC Circulator,Georgetown - Union,,Stored ValueALP SB Trn FF,0.0,14.5,0.0,154.8,15,
31,2,2013-12-05 17:18:00,12,Thursday,17:18,Entry,Metrorail,Union Station,,Stored ValueALP SB Trn FF,0.0,14.5,2.1,154.8,16,
32,3,2013-12-05 17:32:00,12,Thursday,17:32,Exit,Metrorail,Union Station,Dupont Circle,Stored ValueALP SB Trn FF,0.0,14.5,0.0,152.7,16,
33,4,2013-12-11 13:32:00,12,Wednesday,13:32,Entry,Metrorail,Union Station,,Stored ValueALP SB Trn FF,0.0,14.5,1.7,152.7,17,
34,5,2013-12-11 13:49:00,12,Wednesday,13:49,Exit,Metrorail,Union Station,Dupont Circle,Stored ValueALP SB Trn FF,0.0,14.5,0.0,151.0,17,
35,6,2013-12-12 12:52:00,12,Thursday,12:52,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,2.0,151.0,18,
36,7,2013-12-12 13:15:00,12,Thursday,13:15,Exit,Metrorail,Rosslyn,Capitol South,Stored ValueALP SB Trn FF,0.0,14.5,0.0,149.0,18,
37,8,2013-12-13 19:57:00,12,Friday,19:57,Entry,Metrorail,Union Station,,Stored ValueALP SB Trn FF,0.0,14.5,1.7,149.0,19,
38,9,2013-12-13 20:09:00,12,Friday,20:09,Exit,Metrorail,Union Station,Dupont Circle,Stored ValueALP SB Trn FF,0.0,14.5,-12.7,147.3,19,
39,10,2014-01-07 15:13:00,1,Tuesday,15:13,ALPO Object Update,Metrorail,Union Station,,ALP SB Trn FF,0.0,14.5,2.1,160.0,19,
40,11,2014-01-07 15:13:00,1,Tuesday,15:13,Entry,Metrorail,Union Station,,Stored ValueALP SB Trn FF,0.0,14.5,0.0,160.0,20,
41,12,2014-01-07 15:28:00,1,Tuesday,15:28,Exit,Metrorail,Union Station,Dupont Circle,Stored ValueALP SB Trn FF,0.0,14.5,1.0,157.9,20,
42,13,2014-01-09 10:50:00,1,Thursday,10:50,Entry,DC Circulator,Rosslyn - Dupont,,Stored ValueALP SB Trn FF,0.0,14.5,0.0,156.9,21,
43,14,2014-01-09 11:19:00,1,Thursday,11:19,Transfer,Metrorail,,Rosslyn,Stored ValueALP SB Trn FF,0.0,14.5,1.2,156.9,21,
44,15,2014-01-09 11:32:00,1,Thursday,11:32,Exit,Metrorail,,Court House,Stored ValueALP SB Trn FF,0.0,14.5,1.6,155.7,21,
45,0,2014-01-13 17:04:00,1,Monday,17:04,Entry,Metrobus,31,,Stored ValueALP SB Trn FF,0.0,14.5,1.0,154.1,22,
46,1,2014-01-13 21:17:00,1,Monday,21:17,ALPO Object Update,DC Circulator,Georgetown - Union,,ALP SB Trn FF,0.0,14.5,25.1,154.1,22,
47,2,2014-01-13 21:17:00,1,Monday,21:17,Entry,DC Circulator,Georgetown - Union,,Stored ValueALP SB Trn FF,0.0,14.5,-1.0,153.1,23,
48,3,2014-02-05 21:08:00,2,Wednesday,21:08,ALPO Object Update,DC Circulator,Georgetown - Union,,ALP SB Trn FF,0.0,14.5,0.0,129.0,23,
49,4,2014-02-05 21:08:00,2,Wednesday,21:08,Entry,DC Circulator,Georgetown - Union,,Stored ValueALP SB Trn FF,0.0,14.5,0.0,129.0,24,
50,5,2014-02-06 13:02:00,2,Thursday,13:02,Entry,Metrorail,Dupont Circle,,Stored ValueALP SB Trn FF,0.0,14.5,1.7,129.0,25,
51,6,2014-02-06 13:10:00,2,Thursday,13:10,Exit,Metrorail,Dupont Circle,Gallery Place,Stored ValueALP SB Trn FF,0.0,14.5,0.0,127.3,25,
52,7,2014-02-06 13:45:00,2,Thursday,13:45,Entry,Metrorail,Gallery Place,,Stored ValueALP SB Trn FF,0.0,14.5,1.7,127.3,26,
53,8,2014-02-06 13:53:00,2,Thursday,13:53,Exit,Metrorail,Gallery Place,Dupont Circle,Stored ValueALP SB Trn FF,0.0,14.5,0.0,125.6,26,
54,9,2014-02-07 15:48:00,2,Friday,15:48,Entry,Metrorail,Dupont Circle,,Stored ValueALP SB Trn FF,0.0,14.5,5.15,125.6,27,
55,10,2014-02-07 16:23:00,2,Friday,16:23,Exit,Metrorail,Dupont Circle,Rockville,Stored ValueALP SB Trn FF,0.0,14.5,1.6,120.45,27,
56,11,2014-02-10 17:30:00,2,Monday,17:30,Entry,Metrobus,31,,Stored ValueALP SB Trn FF,0.0,14.5,1.6,118.85,28,
57,12,2014-02-10 21:20:00,2,Monday,21:20,Entry,Metrobus,31,,Stored ValueALP SB Trn FF,0.0,14.5,1.0,117.25,29,
58,13,2014-02-12 13:22:00,2,Wednesday,13:22,Entry,DC Circulator,Georgetown - Union,,Stored ValueALP SB Trn FF,0.0,14.5,0.0,116.25,30,
59,14,2014-02-12 15:19:00,2,Wednesday,15:19,Transfer,DC Circulator,Georgetown - Union,,StoredValue FF,0.0,14.5,0.0,116.25,30,
60,15,2014-02-13 18:38:00,2,Thursday,18:38,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,2.1,116.25,31,
61,0,2014-02-13 19:03:00,2,Thursday,19:03,Exit,Metrorail,Rosslyn,Dupont Circle,Stored ValueALP SB Trn FF,0.0,14.5,0.0,114.15,31,
62,1,2014-02-14 10:35:00,2,Friday,10:35,Entry,Metrorail,Dupont Circle,,Stored ValueALP SB Trn FF,0.0,14.5,1.7,114.15,32,
63,2,2014-02-14 10:59:00,2,Friday,10:59,Exit,Metrorail,Dupont Circle,Union Station,Stored ValueALP SB Trn FF,0.0,14.5,0.0,112.45,32,
64,3,2014-02-14 12:04:00,2,Friday,12:04,Entry,Metrorail,Union Station,,Stored ValueALP SB Trn FF,0.0,14.5,1.7,112.45,33,
65,4,2014-02-14 12:17:00,2,Friday,12:17,Exit,Metrorail,Union Station,Dupont Circle,Stored ValueALP SB Trn FF,0.0,14.5,1.6,110.75,33,
66,5,2014-02-16 13:58:00,2,Sunday,13:58,Entry,Metrobus,D2,,Stored ValueALP SB Trn FF,0.0,14.5,0.0,109.15,34,
67,6,2014-02-21 11:59:00,2,Friday,11:59,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,1.7,109.15,35,
68,7,2014-02-21 12:15:00,2,Friday,12:15,Exit,Metrorail,Rosslyn,Pentagon,Stored ValueALP SB Trn FF,0.0,14.5,0.0,107.45,35,
69,10,2014-02-21 13:45:00,2,Friday,13:45,Transfer,DC Circulator,Rosslyn - Dupont,,Stored ValueALP SB Trn FF,0.0,14.5,1.7,107.45,35,
70,8,2014-02-21 13:53:00,2,Friday,13:53,Entry,Metrorail,Pentagon,,Stored ValueALP SB Trn FF,0.0,14.5,0.5,105.75,36,
71,9,2014-02-21 14:05:00,2,Friday,14:05,Exit,Metrorail,Pentagon,Rosslyn,Stored ValueALP SB Trn FF,0.0,14.5,1.6,105.25,36,
72,11,2014-02-24 18:29:00,2,Monday,18:29,Entry,Metrobus,31,,Stored ValueALP SB Trn FF,0.0,14.5,1.6,103.65,37,
73,12,2014-02-24 21:48:00,2,Monday,21:48,Entry,Metrobus,31,,Stored ValueALP SB Trn FF,0.0,14.5,0.0,102.05,38,
74,13,2014-02-28 09:22:00,2,Friday,9:22,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,2.3,102.05,39,
75,14,2014-02-28 09:37:00,2,Friday,9:37,Exit,Metrorail,Rosslyn,National Airport,Stored ValueALP SB Trn FF,0.0,14.5,-28.4,99.75,39,
76,15,2014-03-02 11:02:00,3,Sunday,11:02,ALPO Object Update,Metrorail,National Airport,,ALP SB Trn FF,0.0,14.5,1.85,130.0,39,
77,0,2014-03-02 11:02:00,3,Sunday,11:02,Entry,Metrorail,National Airport,,Stored ValueALP SB Trn FF,0.0,14.5,-1.85,128.15,40,
78,1,2014-03-02 11:26:00,3,Sunday,11:26,Exit,Metrorail,National Airport,Rosslyn,Stored ValueALP SB Trn FF,0.0,14.5,0.0,128.15,40,
79,2,2014-03-04 18:41:00,3,Tuesday,18:41,Entry,Metrorail,Rosslyn,,Stored ValueALP SB Trn FF,0.0,14.5,2.1,128.15,41,
80,3,2014-03-04 18:54:00,3,Tuesday,18:54,Exit,Metrorail,Rosslyn,Metro Center,Stored ValueALP SB Trn FF,0.0,14.5,0.0,126.05,41,
81,4,2014-03-04 21:13:00,3,Tuesday,21:13,Entry,Metrorail,Metro Center,,Stored ValueALP SB Trn FF,0.0,14.5,1.7,126.05,42,
82,5,2014-03-04 21:27:00,3,Tuesday,21:27,Exit,Metrorail,Metro Center,Rosslyn,Stored ValueALP SB Trn FF,0.0,14.5,124.35,124.35,42,
83,6,2014-03-08 10:22:00,3,Saturday,10:22,ALPO Object Suspend,DC Circulator,Georgetown - Union,,ALP SB Trn FF,0.0,14.5,0.0,0.0,42,
84,7,2014-03-08 10:22:00,3,Saturday,10:22,Entry,DC Circulator,Georgetown - Union,,StoredValue FF,-1.0,13.5,,,43,
85,8,2014-03-12 12:05:00,3,Wednesday,12:05,Entry,DC Circulator,Georgetown - Union,,StoredValue FF,-1.0,12.5,,,44,
86,9,2014-03-15 12:09:00,3,Saturday,12:09,Entry,DC Circulator,Georgetown - Union,,StoredValue FF,-1.0,11.5,,,45,
87,10,2014-03-15 16:56:00,3,Saturday,16:56,Entry,DC Circulator,Georgetown - Union,,StoredValue FF,-1.0,10.5,,,46,
88,11,2014-03-16 10:47:00,3,Sunday,10:47,Entry,DC Circulator,Georgetown - Union,,StoredValue FF,-1.0,9.5,,,47,
89,12,2014-03-16 17:06:00,3,Sunday,17:06,Entry,Metrobus,38B,,StoredValue FF,-1.6,7.9,,,48,
90,13,2014-03-16 19:27:00,3,Sunday,19:27,Entry,DC Circulator,Rosslyn - Dupont,,StoredValue FF,-1.0,6.9,,,49,
91,14,2014-03-17 18:49:00,3,Monday,18:49,Entry,DC Circulator,Georgetown - Union,,StoredValue FF,-1.0,5.9,,,50,
92,15,2014-03-17 21:46:00,3,Monday,21:46,Entry,Metrobus,31,,StoredValue FF,-1.6,4.3,,,51,
93,0,2014-03-24 18:47:00,3,Monday,18:47,Entry,Metrobus,31,,StoredValue FF,-1.6,2.7,,,52,
94,1,2014-03-24 21:52:00,3,Monday,21:52,Entry,Metrobus,31,,StoredValue FF,-1.6,1.1,,,53,
95,2,2014-04-16 18:26:00,4,Wednesday,18:26,ALPO Object Unload,Metrorail,Dupont Circle,,ALP SB Trn FF,0.0,1.1,,,53,
97,3,2014-04-16 18:27:00,4,Wednesday,18:27,Sale,Metrorail,Dupont Circle,,StoredValue FF,20.0,21.1,,,53,
96,4,2014-04-16 18:27:00,4,Wednesday,18:27,Entry,Metrorail,Dupont Circle,,StoredValue FF,0.0,21.1,,,54,
98,5,2014-04-16 18:37:00,4,Wednesday,18:37,Exit,Metrorail,Dupont Circle,Gallery Place,StoredValue FF,-2.1,19.0,,,54,
99,6,2014-04-16 20:42:00,4,Wednesday,20:42,Entry,Metrorail,Gallery Place,,StoredValue FF,0.0,19.0,,,55,
100,7,2014-04-16 20:52:00,4,Wednesday,20:52,Exit,Metrorail,Gallery Place,Dupont Circle,StoredValue FF,-1.7,17.3,,,55,
101,8,2014-04-17 21:07:00,4,Thursday,21:07,Entry,Metrobus,31,,StoredValue FF,-1.6,15.7,,,56,0 days 01:59:00
102,9,2014-04-17 23:06:00,4,Thursday,23:06,Transfer,DC Circulator,Georgetown - Union,,StoredValue FF,0.0,15.7,,,56,
103,10,2014-04-18 13:50:00,4,Friday,13:50,Entry,Metrorail,McPherson Square,,StoredValue FF,0.0,15.7,,,57,
104,11,2014-04-18 14:00:00,4,Friday,14:00,Exit,Metrorail,McPherson Square,Rosslyn,StoredValue FF,-1.7,14.0,,,57,
105,12,2014-04-19 11:25:00,4,Saturday,11:25,Entry,DC Circulator,Rosslyn - Dupont,,StoredValue FF,-1.0,13.0,,,58,
106,13,2014-04-19 11:52:00,4,Saturday,11:52,Transfer,Metrorail,,Dupont Circle,StoredValue FF,0.0,13.0,,,58,
107,14,2014-04-19 12:22:00,4,Saturday,12:22,Exit,Metrorail,,Rockville,StoredValue FF,-3.0,10.0,,,58,
108,15,2014-04-19 15:36:00,4,Saturday,15:36,Entry,Metrorail,Rockville,,StoredValue FF,0.0,10.0,,,59,
109,0,2014-04-19 16:31:00,4,Saturday,16:31,Exit,Metrorail,,Dupont Circle,StoredValue FF,-3.5,6.5,,,59,
110,0,2014-04-19 16:32:00,4,Saturday,16:32,"Sale
Cancelled Trans",Metrorail,Dupont Circle,,StoredValue FF,0.0,6.5,,,59,
111,1,2014-04-19 17:53:00,4,Saturday,17:53,Entry,Metrobus,D3,,StoredValue FF,-1.6,4.9,,,60,
112,2,2014-04-28 17:50:00,4,Monday,17:50,Entry,Metrobus,31,,StoredValue FF,-1.6,3.3,,,61,
113,3,2014-04-28 21:27:00,4,Monday,21:27,Entry,Metrobus,31,,StoredValue FF,-1.6,1.7,,,62,
114,4,2014-05-10 01:10:00,5,Saturday,1:10,Entry,DC Circulator,Union - Navy,,StoredValue FF,-1.0,0.7,,,63,
115,6,2014-07-14 14:25:00,7,Monday,14:25,Entry,Metrorail,Capitol South,,StoredValue FF,0.0,20.7,,,64,
116,5,2014-07-14 14:25:00,7,Monday,14:25,Sale,Metrorail,Capitol South,,StoredValue FF,20.0,20.7,,,64,
117,7,2014-07-14 14:41:00,7,Monday,14:41,Exit,Metrorail,Capitol South,Farragut West,StoredValue FF,-1.75,18.95,,,64,
118,8,2014-07-14 15:37:00,7,Monday,15:37,Transfer,DC Circulator,Georgetown - Union,,StoredValue FF,-0.5,18.45,,,64,
119,9,2014-07-14 15:48:00,7,Monday,15:48,Transfer,DC Circulator,Georgetown - Union,,StoredValue FF,0.0,18.45,,,64,
120,10,2014-07-14 18:08:00,7,Monday,18:08,Entry,Metrobus,L2,,StoredValue FF,-1.75,16.7,,,65,
121,11,2014-07-14 21:11:00,7,Monday,21:11,Entry,Metrobus,42,,StoredValue FF,-1.75,14.95,,,66,
122,12,2014-07-15 12:35:00,7,Tuesday,12:35,Entry,Metrorail,Rosslyn,,StoredValue FF,0.0,14.95,,,67,
123,13,2014-07-15 12:50:00,7,Tuesday,12:50,Exit,Metrorail,Rosslyn,Ballston,StoredValue FF,-1.75,13.2,,,67,
124,14,2014-07-15 13:09:00,7,Tuesday,13:09,Transfer,Metrobus,22A,,StoredValue FF,-1.25,11.95,,,67,
125,15,2014-07-15 15:57:00,7,Tuesday,15:57,Entry,Metrobus,22A,,StoredValue FF,-1.75,10.2,,,68,0 days 00:11:00
126,0,2014-07-15 16:08:00,7,Tuesday,16:08,Transfer,Metrorail,,Ballston,StoredValue FF,0.0,10.2,,,68,
127,1,2014-07-15 16:20:00,7,Tuesday,16:20,Exit,Metrorail,,Rosslyn,StoredValue FF,-1.65,8.55,,,68,
128,2,2014-07-16 08:59:00,7,Wednesday,8:59,Entry,DC Circulator,Georgetown - Union,,StoredValue FF,-1.0,7.55,,,69,
129,3,2014-07-31 18:54:00,7,Thursday,18:54,Entry,Metrorail,Judiciary Square,,StoredValue FF,0.0,7.55,,,70,
130,4,2014-07-31 19:04:00,7,Thursday,19:04,Exit,Metrorail,Judiciary Square,Mt Vernon Square,StoredValue FF,-2.15,5.4,,,70,
131,5,2014-08-01 10:11:00,8,Friday,10:11,Entry,Metrorail,Rosslyn,,StoredValue FF,0.0,5.4,,,71,
132,6,2014-08-01 10:32:00,8,Friday,10:32,Exit,Metrorail,Rosslyn,Rosslyn,StoredValue FF,-1.75,3.65,,,71,
133,7,2014-08-01 13:04:00,8,Friday,13:04,Entry,Metrorail,Pentagon City,,StoredValue FF,0.0,3.65,,,72,
134,8,2014-08-01 13:32:00,8,Friday,13:32,Exit,Metrorail,Pentagon City,Union Station,StoredValue FF,-2.05,1.6,,,72,
135,9,2014-09-08 08:02:00,9,Monday,8:02,Entry,DASH Bus,2,,StoredValue FF,-1.6,0.0,,,73,
136,10,2014-09-09 08:48:00,9,Tuesday,8:48,Entry,Metrobus,7F,,StoredValue FF,-1.75,-1.75,,,74,
137,12,2014-09-09 17:54:00,9,Tuesday,17:54,Entry,Metrobus,7Y,,StoredValue FF,-1.75,2.5,,,75,
138,11,2014-09-09 17:54:00,9,Tuesday,17:54,Sale,Metrobus,7Y,,StoredValue FF,6.0,4.25,,,75,
139,13,2014-09-09 18:04:00,9,Tuesday,18:04,Directed Autoload,Metrobus,7X,,Mbus WkPass FF,0.0,2.5,,,75,
140,14,2014-09-09 18:04:00,9,Tuesday,18:04,Transfer,Metrobus,7X,,StoredValue FF,0.0,2.5,,,75,
141,15,2014-09-10 08:48:00,9,Wednesday,8:48,"Entry
Pass First Use",Metrobus,7F,,Mbus WkPass FF,0.0,2.5,,,75,
142,0,2014-09-10 18:03:00,9,Wednesday,18:03,Entry,Metrobus,7Y,,Mbus WkPass FF,0.0,2.5,,,76,
143,1,2014-09-10 18:24:00,9,Wednesday,18:24,Entry,Metrobus,7W,,Mbus WkPass FF,0.0,2.5,,,77,
144,2,2014-09-11 08:49:00,9,Thursday,8:49,Entry,Metrobus,7W,,Mbus WkPass FF,0.0,2.5,,,78,
145,3,2014-09-11 18:12:00,9,Thursday,18:12,Entry,DASH Bus,6,,Mbus WkPass FF,0.0,2.5,,,79,
146,4,2014-09-11 18:29:00,9,Thursday,18:29,Entry,Metrobus,7W,,Mbus WkPass FF,0.0,2.5,,,80,
147,5,2014-09-12 08:52:00,9,Friday,8:52,Entry,Metrobus,7F,,Mbus WkPass FF,0.0,2.5,,,81,
148,6,2014-09-12 17:08:00,9,Friday,17:08,Entry,DASH Bus,6,,Mbus WkPass FF,0.0,2.5,,,82,
149,7,2014-09-12 17:44:00,9,Friday,17:44,Entry,DASH Bus,5,,Mbus WkPass FF,0.0,2.5,,,83,
150,8,2014-09-14 11:40:00,9,Sunday,11:40,Entry,DASH Bus,1,,Mbus WkPass FF,0.0,2.5,,,84,
151,9,2014-09-14 12:17:00,9,Sunday,12:17,Entry,Metrorail,Van Dorn Street,,StoredValue FF,0.0,2.5,,,85,
152,10,2014-09-14 12:37:00,9,Sunday,12:37,Exit,Metrorail,Van Dorn Street,Franconia-Springfield,StoredValue FF,-1.85,0.65,,,85,
153,11,2014-09-14 16:54:00,9,Sunday,16:54,Entry,FFC Bus,321,,Mbus WkPass FF,0.0,0.65,,,86,
154,12,2014-09-14 17:30:00,9,Sunday,17:30,Entry,DASH Bus,1,,Mbus WkPass FF,0.0,0.65,,,87,
155,13,2014-09-16 09:18:00,9,Tuesday,9:18,Entry,Metrobus,28A,,Mbus WkPass FF,0.0,0.65,,,88,
156,14,2014-09-16 09:42:00,9,Tuesday,9:42,Entry,DASH Bus,9,,Mbus WkPass FF,0.0,0.65,,,89,
157,15,2014-09-16 17:27:00,9,Tuesday,17:27,Entry,DASH Bus,6,,Mbus WkPass FF,0.0,0.65,,,90,
158,0,2014-09-16 17:38:00,9,Tuesday,17:38,Entry,Metrobus,28A,,Mbus WkPass FF,0.0,0.65,,,91,
159,1,2014-09-17 08:50:00,9,Wednesday,8:50,Entry,Metrobus,28A,,StoredValue FF,-1.75,-1.1,,,92,0 days 00:18:00
160,2,2014-09-17 09:08:00,9,Wednesday,9:08,Transfer,DASH Bus,6,,StoredValue FF,0.0,-1.1,,,92,
161,4,2014-09-17 17:21:00,9,Wednesday,17:21,Entry,Metrorail,Pentagon,,StoredValue FF,0.0,18.9,,,93,
162,3,2014-09-17 17:21:00,9,Wednesday,17:21,Sale,Metrorail,Pentagon,,StoredValue FF,20.0,18.9,,,93,
163,5,2014-09-17 17:58:00,9,Wednesday,17:58,Exit,Metrorail,Pentagon,Rosslyn,StoredValue FF,-2.15,16.75,,,93,
164,6,2014-09-18 17:41:00,9,Thursday,17:41,Directed Autoload,Metrobus,28A,,StoredValue FF,20.0,36.75,,,93,
165,7,2014-09-18 17:41:00,9,Thursday,17:41,Setup Threshold Autoload,Metrobus,28A,,StoredValue FF,0.0,36.75,,,93,
166,8,2014-09-18 17:41:00,9,Thursday,17:41,Entry,Metrobus,28A,,StoredValue FF,-1.75,35.0,,,94,
167,9,2014-09-19 09:01:00,9,Friday,9:01,Entry,Metrobus,16A,,StoredValue FF,-1.75,33.25,,,95,0 days 00:35:00
168,10,2014-09-19 09:36:00,9,Friday,9:36,Transfer,Metrobus,7F,,StoredValue FF,0.0,33.25,,,95,
169,11,2014-09-19 17:45:00,9,Friday,17:45,Entry,Metrobus,7P,,StoredValue FF,-1.75,31.5,,,96,0 days 00:10:00
170,12,2014-09-19 17:55:00,9,Friday,17:55,Transfer,Metrobus,16X,,StoredValue FF,0.0,31.5,,,96,
171,13,2014-09-20 07:32:00,9,Saturday,7:32,Entry,Metrobus,28A,,StoredValue FF,-1.75,29.75,,,97,0 days 00:30:00
172,14,2014-09-20 08:02:00,9,Saturday,8:02,Transfer,Metrorail,,King Street,StoredValue FF,0.0,29.75,,,97,
173,15,2014-09-20 09:05:00,9,Saturday,9:05,Exit,Metrorail,,Cleveland Park,StoredValue FF,-2.95,26.8,,,97,
174,0,2014-09-20 13:34:00,9,Saturday,13:34,Entry,Metrorail,Woodley Park-Zoo,,StoredValue FF,0.0,26.8,,,98,
175,1,2014-09-20 14:00:00,9,Saturday,14:00,Exit,Metrorail,Woodley Park-Zoo,Pentagon,StoredValue FF,-2.2,24.6,,,98,
176,2,2014-09-20 14:19:00,9,Saturday,14:19,Transfer,Metrobus,16J,,StoredValue FF,-1.25,23.35,,,98,
177,3,2014-09-25 17:09:00,9,Thursday,17:09,Entry,DASH Bus,6,,StoredValue FF,-1.6,21.75,,,99,
178,4,2014-09-25 17:27:00,9,Thursday,17:27,Transfer,DASH Bus,6,,StoredValue FF,0.0,21.75,,,99,
179,5,2014-09-25 17:41:00,9,Thursday,17:41,Transfer,Metrobus,28A,,StoredValue FF,-0.15,21.6,,,99,
180,6,2014-10-01 09:17:00,10,Wednesday,9:17,Entry,Metrobus,28A,,StoredValue FF,-1.75,19.85,,,100,0 days 00:20:00
181,7,2014-10-01 09:37:00,10,Wednesday,9:37,Transfer,DASH Bus,6,,StoredValue FF,0.0,19.85,,,100,
182,8,2014-10-01 17:11:00,10,Wednesday,17:11,Entry,DASH Bus,6,,StoredValue FF,-1.6,18.25,,,101,
183,9,2014-10-01 17:17:00,10,Wednesday,17:17,Transfer,Metrobus,28A,,StoredValue FF,-0.15,18.1,,,101,
184,10,2014-10-15 09:18:00,10,Wednesday,9:18,Entry,Metrobus,28A,,StoredValue FF,-1.75,16.35,,,102,0 days 00:27:00
