,Seq,Datetime,Month,Weekday,Time,Description,Operator,Entry_Route,Exit,Product,Change,Balance,SB_Change,SB_Balance,Trip,bus_time
675,5,2015-11-24 21:43:00,11,Tuesday,21:43,Entry,Metrorail,McPherson Square,,StoredValue FF,0.0,19.0,,,277,
676,6,2015-11-24 22:02:00,11,Tuesday,22:02,Exit,Metrorail,McPherson Square,Union Station,StoredValue FF,-1.75,17.25,,,277,
677,7,2015-12-01 21:50:00,12,Tuesday,21:50,Entry,Metrorail,McPherson Square,,StoredValue FF,0.0,17.25,,,278,
678,8,2015-12-01 22:17:00,12,Tuesday,22:17,Exit,Metrorail,McPherson Square,Pentagon,StoredValue FF,-1.8,15.45,,,278,
679,9,2015-12-01 22:19:00,12,Tuesday,22:19,Transfer,Metrobus,16A,,StoredValue FF,-1.25,14.2,,,278,
680,10,2015-12-03 17:32:00,12,Thursday,17:32,Entry,Metrobus,7P,,StoredValue FF,-1.75,12.45,,,279,0 days 00:14:00
681,11,2015-12-03 17:46:00,12,Thursday,17:46,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,12.45,,,279,
682,12,2015-12-03 18:05:00,12,Thursday,18:05,Exit,Metrorail,,McPherson Square,StoredValue FF,-1.7,10.75,,,279,
683,13,2015-12-03 21:47:00,12,Thursday,21:47,Entry,DC Circulator,Georgetown - Union,,StoredValue FF,-1.0,9.75,,,280,
684,14,2015-12-04 01:02:00,12,Friday,1:02,Threshold Autoload,Metrobus,38B,,StoredValue FF,20.0,29.75,,,280,
685,15,2015-12-04 01:02:00,12,Friday,1:02,Entry,Metrobus,38B,,StoredValue FF,-1.75,28.0,,,281,
686,0,2015-12-04 11:27:00,12,Friday,11:27,Entry,Metrobus,16A,,StoredValue FF,-1.75,26.25,,,282,0 days 00:32:00
687,1,2015-12-04 11:59:00,12,Friday,11:59,Transfer,Metrobus,7F,,StoredValue FF,0.0,26.25,,,282,
688,2,2015-12-08 16:28:00,12,Tuesday,16:28,Entry,Metrobus,Four Mile Run,,StoredValue FF,-1.75,24.5,,,283,0 days 00:19:00
689,3,2015-12-08 16:47:00,12,Tuesday,16:47,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,24.5,,,283,
690,4,2015-12-08 17:06:00,12,Tuesday,17:06,Exit,Metrorail,,McPherson Square,StoredValue FF,-1.7,22.8,,,283,
691,5,2015-12-08 21:23:00,12,Tuesday,21:23,Entry,Metrorail,McPherson Square,,StoredValue FF,0.0,22.8,,,284,
692,6,2015-12-08 21:35:00,12,Tuesday,21:35,Exit,Metrorail,McPherson Square,Pentagon,StoredValue FF,-1.8,21.0,,,284,
693,7,2015-12-08 21:40:00,12,Tuesday,21:40,Transfer,Metrobus,16B,,StoredValue FF,-1.25,19.75,,,284,
694,8,2015-12-11 15:29:00,12,Friday,15:29,Entry,Metrobus,16A,,StoredValue FF,-1.75,18.0,,,285,0 days 00:33:00
695,9,2015-12-11 16:02:00,12,Friday,16:02,Transfer,Metrorail,,Pentagon,StoredValue FF,0.0,18.0,,,285,
696,10,2015-12-11 16:20:00,12,Friday,16:20,Exit,Metrorail,,Farragut West,StoredValue FF,-1.75,16.25,,,285,
697,11,2015-12-11 18:44:00,12,Friday,18:44,Entry,Metrorail,Farragut West,,StoredValue FF,0.0,16.25,,,286,
698,12,2015-12-11 18:56:00,12,Friday,18:56,Exit,Metrorail,Farragut West,Pentagon,StoredValue FF,-2.25,14.0,,,286,
699,13,2015-12-11 19:11:00,12,Friday,19:11,Transfer,Metrobus,16J,,StoredValue FF,-1.25,12.75,,,286,
